UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,no_rand
9242,L56421,L,298.1,308.7,1683,29.1,161,0,0,0,0,0,0,8482
9243,M24102,M,298.2,308.7,1269,60.9,163,0,0,0,0,0,0,3165
9244,L56423,L,298.3,308.8,1454,49,166,0,0,0,0,0,0,511
9245,L56424,L,298.3,308.8,1767,27.3,168,0,0,0,0,0,0,4314
9246,L56425,L,298.3,308.9,1708,27.3,170,0,0,0,0,0,0,20
9247,L56426,L,298.3,308.9,1862,27,172,0,0,0,0,0,0,9730
9248,L56427,L,298.3,308.9,1695,30.7,174,0,0,0,0,0,0,9699
9249,M24108,M,298.3,309.1,1488,40.6,176,0,0,0,0,0,0,9416
9250,L56429,L,298.3,309,1657,32.2,179,0,0,0,0,0,0,3582
9251,H38664,H,298.3,309,1823,25.9,181,0,0,0,0,0,0,9056
9252,M24111,M,298.2,309.1,1651,28.8,186,0,0,0,0,0,0,6496
9253,M24112,M,298.1,309,1533,36.1,189,0,0,0,0,0,0,9739
9254,M24113,M,298.2,309,1508,40.5,192,0,0,0,0,0,0,977
9255,L56434,L,298.3,309.1,1616,31.1,195,0,0,0,0,0,0,9179
9256,L56435,L,298.2,309,1651,31.5,197,0,0,0,0,0,0,4504
9257,L56436,L,298.2,309.1,1569,35.2,199,0,0,0,0,0,0,4889
9258,M24117,M,298.3,309.1,1296,58.7,201,0,0,0,0,0,0,4080
9259,H38672,H,298.3,309,1379,43.2,0,0,0,0,0,0,0,3831
9260,M24119,M,298.2,309,1694,28,5,0,0,0,0,0,0,5673
9261,L56440,L,298.2,309,1377,57.8,8,0,0,0,0,0,0,4677
9262,H38675,H,298.3,309,1470,38.4,10,0,0,0,0,0,0,2680
9263,M24122,M,298.3,309.1,1404,47,15,0,0,0,0,0,0,5010
9264,L56443,L,298.3,309.1,1593,40.1,18,0,0,0,0,0,0,646
9265,M24124,M,298.3,309,1526,36.9,20,0,0,0,0,0,0,1137
9266,M24125,M,298.3,308.9,1390,49.7,23,0,0,0,0,0,0,8925
9267,L56446,L,298.2,308.9,1737,25.5,26,0,0,0,0,0,0,2069
9268,L56447,L,298.2,308.8,1362,57.3,28,0,0,0,0,0,0,9911
9269,L56448,L,298.2,308.8,1666,31.5,30,0,0,0,0,0,0,9203
9270,L56449,L,298.2,308.8,1354,60.9,32,0,0,0,0,0,0,8369
9271,L56450,L,298.2,308.8,1302,60.4,34,0,0,0,0,0,0,6692
9272,L56451,L,298.2,308.7,1991,20.5,36,0,0,0,0,0,0,9749
9273,L56452,L,298.2,308.6,1353,54.1,38,0,0,0,0,0,0,3369
9274,H38687,H,298.2,308.7,1520,35.7,40,0,0,0,0,0,0,1317
9275,L56454,L,298.2,308.7,1428,54.9,45,0,0,0,0,0,0,2252
9276,L56455,L,298.2,308.7,1605,29.4,47,0,0,0,0,0,0,3371
9277,L56456,L,298.1,308.7,1691,30.3,49,0,0,0,0,0,0,2242
9278,L56457,L,298.2,308.7,1447,48.4,51,0,0,0,0,0,0,7738
9279,H38692,H,298.2,308.8,1606,39.9,53,0,0,0,0,0,0,8787
9280,M24139,M,298.2,308.8,1645,28.2,58,0,0,0,0,0,0,414
9281,H38694,H,298.2,308.8,1470,43.3,61,0,0,0,0,0,0,2679
9282,L56461,L,298.2,308.9,1336,45,66,0,0,0,0,0,0,6958
9283,M24142,M,298.2,308.9,1414,44.3,68,0,0,0,0,0,0,4146
9284,M24143,M,298.3,309,1802,27.5,71,0,0,0,0,0,0,4079
9285,L56464,L,298.2,308.9,1683,31.7,74,0,0,0,0,0,0,3743
9286,M24145,M,298.2,309,1410,47.6,76,0,0,0,0,0,0,8250
9287,L56466,L,298.2,308.9,1605,32,79,0,0,0,0,0,0,3000
9288,L56467,L,298.2,308.9,1709,28.1,81,0,0,0,0,0,0,94
9289,L56468,L,298.2,308.9,1444,53.1,83,0,0,0,0,0,0,3019
9290,L56469,L,298.2,308.9,1367,45,85,0,0,0,0,0,0,282
9291,L56470,L,298.2,309,1418,44.2,87,0,0,0,0,0,0,3963
9292,L56471,L,298.2,309,1353,57.8,89,0,0,0,0,0,0,4421
9293,L56472,L,298.2,309,1643,34.1,91,0,0,0,0,0,0,8895
9294,L56473,L,298.3,309.1,1437,38,93,0,0,0,0,0,0,3981
9295,L56474,L,298.1,309,1437,36.2,95,0,0,0,0,0,0,8433
9296,M24155,M,298.2,309,1413,47.9,97,0,0,0,0,0,0,7249
9297,H38710,H,298.2,309,1524,39.1,100,0,0,0,0,0,0,5012
9298,M24157,M,298.1,308.9,1479,43.4,105,0,0,0,0,0,0,5584
9299,L56478,L,298.1,308.9,1313,50.6,108,0,0,0,0,0,0,4245
9300,M24159,M,298.1,308.9,1335,50.4,110,0,0,0,0,0,0,6233
9301,L56480,L,298.1,308.9,1367,41.9,113,0,0,0,0,0,0,4493
9302,M24161,M,298.1,308.9,1459,50.3,115,0,0,0,0,0,0,9870
9303,M24162,M,298.1,308.9,1804,25.1,118,0,0,0,0,0,0,8744
9304,L56483,L,298.2,309,1491,38.3,121,0,0,0,0,0,0,6699
9305,L56484,L,298.3,309.1,1537,43,123,0,0,0,0,0,0,666
9306,H38719,H,298.3,309.1,1646,30.2,125,0,0,0,0,0,0,1404
9307,M24166,M,298.3,309.2,1783,28.3,130,0,0,0,0,0,0,9503
9308,L56487,L,298.3,309.1,1395,49.8,133,0,0,0,0,0,0,8766
9309,L56488,L,298.4,309.1,1423,48,135,0,0,0,0,0,0,6971
9310,L56489,L,298.3,309.2,1562,37.6,137,0,0,0,0,0,0,4456
9311,L56490,L,298.4,309.3,1549,40.8,139,0,0,0,0,0,0,5181
9312,L56491,L,298.4,309.4,1540,43.2,141,0,0,0,0,0,0,4725
9313,H38726,H,298.5,309.4,1573,33.6,143,0,0,0,0,0,0,8770
9314,L56493,L,298.5,309.4,1418,45.1,148,0,0,0,0,0,0,3810
9315,M24174,M,298.5,309.4,1565,33.7,150,0,0,0,0,0,0,7212
9316,L56495,L,298.5,309.5,1569,41,153,0,0,0,0,0,0,1303
9317,H38730,H,298.5,309.4,1417,41.2,155,0,0,0,0,0,0,2358
9318,L56497,L,298.5,309.5,1480,38.1,160,0,0,0,0,0,0,8365
9319,L56498,L,298.5,309.4,1364,44.5,162,0,0,0,0,0,0,3391
9320,L56499,L,298.5,309.4,1911,21.5,164,0,0,0,0,0,0,7152
9321,L56500,L,298.4,309.3,1409,43.1,166,0,0,0,0,0,0,7366
9322,L56501,L,298.4,309.2,1335,53.5,168,0,0,0,0,0,0,1034
9323,M24182,M,298.5,309.3,1512,38.1,170,0,0,0,0,0,0,7362
9324,L56503,L,298.6,309.4,1447,40.2,173,0,0,0,0,0,0,5906
9325,L56504,L,298.6,309.3,1537,37.6,175,0,0,0,0,0,0,5504
9326,M24185,M,298.6,309.3,1510,40.8,177,0,0,0,0,0,0,9805
9327,L56506,L,298.6,309.3,1677,31.2,180,0,0,0,0,0,0,6716
9328,L56507,L,298.5,309.2,1504,33.7,182,0,0,0,0,0,0,6167
9329,H38742,H,298.5,309.1,2051,19,184,0,0,0,0,0,0,8014
9330,L56509,L,298.5,309.1,1474,41.3,189,0,0,0,0,0,0,9662
9331,M24190,M,298.4,309,1507,36.1,191,0,0,0,0,0,0,5595
9332,L56511,L,298.4,308.9,1496,37.9,194,0,0,0,0,0,0,130
9333,M24192,M,298.5,309,1921,22,196,0,0,0,0,0,0,9984
9334,L56513,L,298.5,309,1450,40.5,199,0,0,0,0,0,0,4697
9335,L56514,L,298.4,308.9,1402,44.8,201,0,0,0,0,0,0,7014
9336,L56515,L,298.4,308.9,1501,50,203,0,0,0,0,0,0,7033
9337,L56516,L,298.5,308.9,1725,31.9,205,0,0,0,0,0,0,838
9338,H38751,H,298.5,308.9,1500,40.3,207,0,0,0,0,0,0,3533
9339,H38752,H,298.5,309,1531,30.8,212,0,0,0,0,0,0,912
9340,L56519,L,298.5,309,1458,44.8,217,0,0,0,0,0,0,322
9341,H38754,H,298.4,308.9,1577,37.1,0,0,0,0,0,0,0,3656
9342,M24201,M,298.3,308.9,1363,46.1,5,0,0,0,0,0,0,7518
9343,H38756,H,298.3,308.9,1706,31.8,8,0,0,0,0,0,0,5175
9344,M24203,M,298.3,308.8,1391,50.4,13,0,0,0,0,0,0,3586
9345,L56524,L,298.2,308.8,1616,33.7,16,0,0,0,0,0,0,3931
9346,L56525,L,298.2,308.8,1442,47,18,0,0,0,0,0,0,4551
9347,M24206,M,298.2,308.8,1626,40.4,20,0,0,0,0,0,0,9389
9348,M24207,M,298.2,308.7,1426,42.6,23,0,0,0,0,0,0,7699
9349,L56528,L,298.2,308.7,1436,49.1,26,0,0,0,0,0,0,5670
9350,M24209,M,298.2,308.7,1599,36.2,28,0,0,0,0,0,0,6053
9351,L56530,L,298.2,308.7,2186,17.8,31,0,0,0,0,0,0,8088
9352,L56531,L,298.3,308.8,1645,30.4,33,0,0,0,0,0,0,6940
9353,L56532,L,298.2,308.7,1780,27.9,35,0,0,0,0,0,0,2509
9354,L56533,L,298.2,308.8,1345,44.3,37,0,0,0,0,0,0,5553
9355,M24214,M,298.2,308.8,1607,31.9,39,0,0,0,0,0,0,659
9356,L56535,L,298.3,308.9,1708,28,42,0,0,0,0,0,0,9622
9357,L56536,L,298.3,308.9,1270,52.7,44,0,0,0,0,0,0,2191
9358,M24217,M,298.3,308.9,1646,25.4,46,0,0,0,0,0,0,230
9359,L56538,L,298.2,308.7,1407,45.1,49,0,0,0,0,0,0,8788
9360,M24219,M,298.1,308.7,1581,47.4,51,0,0,0,0,0,0,6860
9361,L56540,L,298,308.6,1532,42.6,54,0,0,0,0,0,0,9596
9362,L56541,L,298,308.6,1610,33.1,56,0,0,0,0,0,0,9640
9363,M24222,M,298,308.5,1682,33,58,0,0,0,0,0,0,9576
9364,L56543,L,297.9,308.5,1519,34.3,61,0,0,0,0,0,0,5998
9365,L56544,L,297.9,308.5,1683,28.5,63,0,0,0,0,0,0,1362
9366,M24225,M,298,308.6,1254,55.8,65,0,0,0,0,0,0,7250
9367,L56546,L,298,308.5,1461,48,68,0,0,0,0,0,0,185
9368,L56547,L,297.9,308.5,1472,45.1,70,0,0,0,0,0,0,1096
9369,L56548,L,297.7,308.4,1510,38.6,72,0,0,0,0,0,0,5942
9370,M24229,M,297.7,308.3,1547,36.8,74,0,0,0,0,0,0,7647
9371,H38784,H,297.7,308.4,1418,51.9,77,0,0,0,0,0,0,2649
9372,L56551,L,297.7,308.4,1289,51.3,82,0,0,0,0,0,0,4651
9373,L56552,L,297.7,308.4,1487,41.4,84,0,0,0,0,0,0,363
9374,L56553,L,297.7,308.5,1453,45.5,86,0,0,0,0,0,0,869
9375,M24234,M,297.8,308.5,1466,44.7,88,0,0,0,0,0,0,374
9376,H38789,H,297.7,308.4,1288,49.5,91,0,0,0,0,0,0,1181
9377,H38790,H,297.7,308.4,1738,27.7,96,0,0,0,0,0,0,9637
9378,H38791,H,297.7,308.3,1488,41,101,0,0,0,0,0,0,9103
9379,L56558,L,297.6,308.3,1816,28.8,106,0,0,0,0,0,0,1994
9380,L56559,L,297.5,308.2,1419,48.5,108,0,0,0,0,0,0,9445
9381,L56560,L,297.4,308.1,1435,45.7,110,0,0,0,0,0,0,5463
9382,M24241,M,297.5,308.1,1480,42.4,112,0,0,0,0,0,0,7722
9383,L56562,L,297.5,308.2,1610,33.6,115,0,0,0,0,0,0,5519
9384,H38797,H,297.5,308.1,1548,38.2,117,0,0,0,0,0,0,3484
9385,M24244,M,297.6,308.1,1379,57.4,122,0,0,0,0,0,0,6114
9386,M24245,M,297.5,308.1,1907,23.5,125,0,0,0,0,0,0,4211
9387,M24246,M,297.5,308,2033,16.7,128,0,0,0,0,0,0,9497
9388,H38801,H,297.4,307.9,1390,52,131,0,0,0,0,0,0,9904
9389,M24248,M,297.5,307.9,1544,37.9,136,0,0,0,0,0,0,1082
9390,L56569,L,297.6,308,1258,57.4,139,0,0,0,0,0,0,7074
9391,M24250,M,297.5,308,1560,39,141,0,0,0,0,0,0,2040
9392,H38805,H,297.6,308.2,2071,18.5,144,0,0,0,0,0,0,190
9393,L56572,L,297.6,308.1,1437,46.3,149,0,0,0,0,0,0,8022
9394,H38807,H,297.7,308.2,1489,43,151,0,0,0,0,0,0,6996
9395,L56574,L,297.7,308.2,1334,53,156,0,0,0,0,0,0,6665
9396,L56575,L,297.7,308.2,1500,39.9,158,0,0,0,0,0,0,2381
9397,L56576,L,297.8,308.3,1498,47.3,160,0,0,0,0,0,0,9028
9398,M24257,M,297.7,308.2,1370,53.4,162,0,0,0,0,0,0,9710
9399,H38812,H,297.7,308.2,1526,40.1,165,0,0,0,0,0,0,6616
9400,L56579,L,297.8,308.3,1477,44.8,170,0,0,0,0,0,0,7907
9401,L56580,L,297.7,308.2,1446,43.9,172,0,0,0,0,0,0,1656
9402,M24261,M,297.7,308.2,1720,25.6,174,0,0,0,0,0,0,8963
9403,L56582,L,297.7,308.1,1734,30.7,177,0,0,0,0,0,0,1941
9404,L56583,L,297.7,308.1,1697,29.1,179,0,0,0,0,0,0,9221
9405,L56584,L,297.7,308.2,2007,19.3,181,0,0,0,0,0,0,5962
9406,M24265,M,297.7,308.1,1469,48.8,183,0,0,0,0,0,0,4047
9407,M24266,M,297.7,308.1,2189,15.6,186,0,0,0,0,0,0,5337
9408,L56587,L,297.8,308.3,1435,50.1,189,0,0,0,0,0,0,1767
9409,H38822,H,297.9,308.4,1637,34.5,191,0,0,0,0,0,0,6447
9410,L56589,L,298,308.5,1664,28.3,196,0,0,0,0,0,0,9630
9411,M24270,M,298,308.5,1666,31,198,0,0,0,0,0,0,5786
9412,L56591,L,298,308.5,1404,46.6,201,0,0,0,0,0,0,4410
9413,L56592,L,298,308.5,1702,26.7,203,0,0,0,0,0,0,43
9414,L56593,L,298.1,308.6,1439,44.9,205,0,0,0,0,0,0,6736
9415,L56594,L,298.1,308.6,1354,53.9,207,1,0,0,0,1,0,2470
9416,M24275,M,298.2,308.7,1361,44.2,0,0,0,0,0,0,0,1942
9417,M24276,M,298.1,308.5,1463,45.9,3,0,0,0,0,0,0,2258
9418,H38831,H,298.1,308.4,1515,43.8,6,0,0,0,0,0,0,5469
9419,L56598,L,298,308.4,1432,46.2,11,0,0,0,0,0,0,4836
9420,L56599,L,298,308.4,1911,22,13,0,0,0,0,0,0,5637
9421,L56600,L,298,308.4,1472,42,15,0,0,0,0,0,0,4547
9422,M24281,M,298.1,308.5,1382,54.5,17,0,0,0,0,0,0,969
9423,L56602,L,298.1,308.5,1665,29.6,20,0,0,0,0,0,0,6608
9424,L56603,L,298.1,308.5,1676,30.5,22,0,0,0,0,0,0,5477
9425,M24284,M,298,308.5,1585,33,24,0,0,0,0,0,0,7532
9426,M24285,M,298.1,308.6,1415,46.3,27,0,0,0,0,0,0,6756
9427,L56606,L,298.1,308.7,1341,55.7,30,0,0,0,0,0,0,1974
9428,L56607,L,298.2,308.8,1540,34.8,32,0,0,0,0,0,0,5650
9429,H38842,H,298.2,308.8,1837,28.4,34,0,0,0,0,0,0,8467
9430,L56609,L,298.2,308.8,1498,36,39,0,0,0,0,0,0,6490
9431,L56610,L,298.1,308.7,1671,28.8,41,0,0,0,0,0,0,467
9432,L56611,L,298,308.6,1430,57,43,0,0,0,0,0,0,9794
9433,L56612,L,298,308.7,1619,40.1,45,0,0,0,0,0,0,9004
9434,M24293,M,298,308.7,1430,51.9,47,0,0,0,0,0,0,619
9435,L56614,L,298,308.6,1626,33.3,50,0,0,0,0,0,0,6910
9436,L56615,L,298,308.7,1443,49.3,52,0,0,0,0,0,0,6759
9437,L56616,L,298,308.6,1481,42.5,54,0,0,0,0,0,0,8472
9438,M24297,M,298.1,308.7,1527,43,56,0,0,0,0,0,0,3084
9439,M24298,M,298.1,308.7,1315,56.8,59,0,0,0,0,0,0,6471
9440,M24299,M,298.1,308.8,1433,48.2,62,0,0,0,0,0,0,9874
9441,M24300,M,298.1,308.8,1378,53.5,65,0,0,0,0,0,0,3301
9442,L56621,L,298.1,308.8,1432,43.4,68,0,0,0,0,0,0,1835
9443,M24302,M,298.1,308.8,1394,47.9,70,0,0,0,0,0,0,7081
9444,H38857,H,298,308.8,1411,53.8,73,0,0,0,0,0,0,7641
9445,L56624,L,298.1,308.9,2136,15.9,78,0,0,0,0,0,0,9777
9446,M24305,M,298.2,309,1446,45.8,80,0,0,0,0,0,0,599
9447,H38860,H,298.1,308.9,1388,53.5,83,0,0,0,0,0,0,7846
9448,M24307,M,298.1,308.9,1323,51.7,88,0,0,0,0,0,0,7441
9449,L56628,L,298.2,309,1780,29.3,91,0,0,0,0,0,0,8671
9450,M24309,M,298.1,308.8,1434,41.8,93,0,0,0,0,0,0,56
9451,M24310,M,298,308.7,1494,42.6,96,0,0,0,0,0,0,7969
9452,H38865,H,298,308.7,1536,39.6,99,0,0,0,0,0,0,614
9453,M24312,M,298,308.7,1392,53.4,104,0,0,0,0,0,0,8820
9454,H38867,H,298.2,309,1360,56.8,107,0,0,0,0,0,0,468
9455,L56634,L,298.4,309.2,1583,35.4,112,0,0,0,0,0,0,7438
9456,L56635,L,298.5,309.2,1983,20.2,114,0,0,0,0,0,0,6813
9457,L56636,L,298.5,309.3,1630,33.3,116,0,0,0,0,0,0,9422
9458,M24317,M,298.5,309.3,1692,26.7,118,0,0,0,0,0,0,802
9459,L56638,L,298.4,309.1,1417,40.6,121,0,0,0,0,0,0,4115
9460,L56639,L,298.4,309.1,1579,36.1,123,0,0,0,0,0,0,6565
9461,M24320,M,298.4,309.2,1399,45.2,125,0,0,0,0,0,0,469
9462,M24321,M,298.4,309.2,1414,46.4,128,0,0,0,0,0,0,3439
9463,L56642,L,298.5,309.3,1570,40.1,131,0,0,0,0,0,0,1378
9464,M24323,M,298.5,309.3,1552,36.8,133,0,0,0,0,0,0,3998
9465,L56644,L,298.6,309.4,1440,48.2,136,0,0,0,0,0,0,1147
9466,M24325,M,298.6,309.4,1460,43.8,138,0,0,0,0,0,0,4445
9467,L56646,L,298.6,309.4,1471,48,141,0,0,0,0,0,0,8173
9468,L56647,L,298.6,309.3,1702,27.6,143,0,0,0,0,0,0,4647
9469,L56648,L,298.6,309.4,1375,55.4,145,0,0,0,0,0,0,8908
9470,L56649,L,298.6,309.4,1698,33.2,147,0,0,0,0,0,0,1481
9471,H38884,H,298.6,309.4,1439,47.1,149,0,0,0,0,0,0,7665
9472,M24331,M,298.6,309.4,1774,27.5,154,0,0,0,0,0,0,5247
9473,M24332,M,298.7,309.4,1375,48.3,157,0,0,0,0,0,0,1374
9474,L56653,L,298.7,309.5,1446,40,160,0,0,0,0,0,0,6972
9475,M24334,M,298.7,309.6,1455,46.8,162,0,0,0,0,0,0,1249
9476,L56655,L,298.8,309.6,1523,41.9,165,0,0,0,0,0,0,8686
9477,M24336,M,298.8,309.6,1692,31.9,167,0,0,0,0,0,0,9345
9478,M24337,M,298.8,309.6,1693,33.3,170,0,0,0,0,0,0,5232
9479,L56658,L,298.8,309.6,1890,24,173,0,0,0,0,0,0,2662
9480,H38893,H,298.9,309.6,1600,33.5,175,0,0,0,0,0,0,2078
9481,M24340,M,298.9,309.6,1434,43.8,180,0,0,0,0,0,0,8933
9482,L56661,L,298.9,309.6,1365,50.9,183,0,0,0,0,0,0,4306
9483,H38896,H,298.8,309.6,1309,57.4,185,0,0,0,0,0,0,5087
9484,H38897,H,298.9,309.6,1546,35.3,190,0,0,0,0,0,0,9365
9485,L56664,L,298.9,309.6,1663,33.7,195,0,0,0,0,0,0,8326
9486,L56665,L,298.9,309.6,1589,34.2,197,0,0,0,0,0,0,238
9487,M24346,M,298.9,309.6,1472,46,199,0,0,0,0,0,0,1322
9488,L56667,L,298.9,309.6,1583,39.8,202,0,0,0,0,0,0,2743
9489,M24348,M,298.9,309.6,1567,34.5,204,0,0,0,0,0,0,3151
9490,L56669,L,298.9,309.7,1407,41.9,207,0,0,0,0,0,0,5941
9491,M24350,M,299,309.7,1418,44.7,209,0,0,0,0,0,0,698
9492,M24351,M,299,309.7,1489,40.7,212,0,0,0,0,0,0,1606
9493,L56672,L,299.1,309.9,1586,36.6,215,0,0,0,0,0,0,807
9494,L56673,L,299.1,309.8,1398,55.4,217,1,0,0,0,1,0,2790
9495,L56674,L,299.2,309.9,1516,41.4,219,0,0,0,0,0,0,5889
9496,H38909,H,299.3,310,1373,44.8,221,0,0,0,0,0,0,7313
9497,M24356,M,299.2,310,1349,50.4,226,0,0,0,0,0,0,7317
9498,H38911,H,299.1,309.9,1443,40.3,0,0,0,0,0,0,0,1980
9499,H38912,H,299.2,310.1,1542,36.1,5,0,0,0,0,0,0,5665
9500,L56679,L,299.2,310.1,1534,37.7,10,0,0,0,0,0,0,1484
9501,L56680,L,299.2,310.2,1697,30.6,12,0,0,0,0,0,0,1119
9502,L56681,L,299.3,310.3,1396,47.4,14,0,0,0,0,0,0,4182
9503,L56682,L,299.3,310.2,1495,49.2,16,0,0,0,0,0,0,9141
9504,M24363,M,299.2,310.3,1551,44.8,18,0,0,0,0,0,0,9496
9505,L56684,L,299.2,310.3,1440,47,21,0,0,0,0,0,0,1938
9506,L56685,L,299.2,310.3,1429,40.1,23,0,0,0,0,0,0,2515
9507,H38920,H,299.3,310.4,1548,41.6,25,0,0,0,0,0,0,6542
9508,L56687,L,299.3,310.5,1505,38.8,30,0,0,0,0,0,0,4124
9509,L56688,L,299.2,310.4,1611,36.4,32,0,0,0,0,0,0,6817
9510,M24369,M,299.2,310.4,1502,39.8,34,0,0,0,0,0,0,6015
9511,M24370,M,299.2,310.4,1504,43.3,37,0,0,0,0,0,0,7972
9512,L56691,L,299.1,310.3,1449,40.7,40,0,0,0,0,0,0,3445
9513,L56692,L,299,310.2,1575,37.8,42,0,0,0,0,0,0,4663
9514,M24373,M,299,310.2,1598,33.4,44,0,0,0,0,0,0,1645
9515,L56694,L,299,310.1,1416,45.9,47,0,0,0,0,0,0,7162
9516,L56695,L,299,310.2,1682,28.8,49,0,0,0,0,0,0,638
9517,L56696,L,298.9,310.1,1341,54.5,51,0,0,0,0,0,0,4733
9518,L56697,L,298.9,310.1,1523,39.1,53,0,0,0,0,0,0,5578
9519,L56698,L,299,310.1,1580,41.9,55,0,0,0,0,0,0,1172
9520,L56699,L,299,310.1,1531,36,57,0,0,0,0,0,0,5683
9521,L56700,L,299,310.1,1375,48.9,59,0,0,0,0,0,0,5898
9522,M24381,M,298.9,310.1,1484,40.4,61,0,0,0,0,0,0,664
9523,M24382,M,299,310.2,1657,32.3,64,0,0,0,0,0,0,4862
9524,L56703,L,299,310.2,1494,40.6,67,0,0,0,0,0,0,1731
9525,H38938,H,299,310.3,1658,27.6,69,0,0,0,0,0,0,2980
9526,L56705,L,299.1,310.3,1411,42.1,74,0,0,0,0,0,0,322
9527,M24386,M,299.2,310.4,1395,55.4,76,0,0,0,0,0,0,9903
9528,L56707,L,299.1,310.4,1550,43.9,79,0,0,0,0,0,0,6222
9529,M24388,M,299.1,310.3,1233,59,81,0,0,0,0,0,0,3938
9530,L56709,L,299.1,310.3,1459,46.7,84,0,0,0,0,0,0,8346
9531,H38944,H,299.1,310.4,1405,53.6,86,0,0,0,0,0,0,8231
9532,L56711,L,299.2,310.5,1458,44.1,91,0,0,0,0,0,0,4705
9533,L56712,L,299.2,310.5,1384,48.7,93,0,0,0,0,0,0,6207
9534,L56713,L,299.2,310.5,1705,29.5,95,0,0,0,0,0,0,244
9535,L56714,L,299.3,310.6,1443,45.7,97,0,0,0,0,0,0,59
9536,M24395,M,299.3,310.6,1609,31.4,99,0,0,0,0,0,0,7374
9537,L56716,L,299.3,310.5,1818,26,102,0,0,0,0,0,0,3705
9538,M24397,M,299.3,310.6,1457,42.1,104,0,0,0,0,0,0,50
9539,L56718,L,299.3,310.6,1480,45.1,107,0,0,0,0,0,0,445
9540,L56719,L,299.4,310.8,1424,47.7,109,0,0,0,0,0,0,3328
9541,M24400,M,299.4,310.8,1628,40.2,111,0,0,0,0,0,0,4655
9542,M24401,M,299.5,310.8,1754,31.3,114,0,0,0,0,0,0,6901
9543,L56722,L,299.6,310.9,1716,28.5,117,0,0,0,0,0,0,3344
9544,M24403,M,299.5,310.9,1378,48.7,119,0,0,0,0,0,0,5385
9545,L56724,L,299.6,311,1708,31,122,0,0,0,0,0,0,8676
9546,L56725,L,299.6,311,1430,38.3,124,0,0,0,0,0,0,4174
9547,M24406,M,299.7,311.2,1560,43.9,126,0,0,0,0,0,0,1643
9548,L56727,L,299.6,311.1,1679,30.7,129,0,0,0,0,0,0,1214
9549,L56728,L,299.6,311.1,1521,37.2,131,0,0,0,0,0,0,5366
9550,M24409,M,299.6,311.1,1649,33.8,133,0,0,0,0,0,0,3596
9551,M24410,M,299.5,311,1451,43.3,136,0,0,0,0,0,0,6873
9552,L56731,L,299.4,310.8,1391,48.9,139,0,0,0,0,0,0,3292
9553,M24412,M,299.3,310.8,1523,40.9,141,0,0,0,0,0,0,8491
9554,L56733,L,299.3,310.7,1495,39.2,144,0,0,0,0,0,0,5360
9555,M24414,M,299.3,310.7,1440,45.5,146,0,0,0,0,0,0,2027
9556,H38969,H,299.4,310.8,1585,31.4,149,0,0,0,0,0,0,3762
9557,L56736,L,299.5,310.8,1374,48.3,154,0,0,0,0,0,0,8251
9558,M24417,M,299.5,310.8,1507,40.2,156,0,0,0,0,0,0,458
9559,M24418,M,299.5,310.9,1577,34.6,159,0,0,0,0,0,0,5210
9560,L56739,L,299.5,310.9,1496,38.5,162,0,0,0,0,0,0,3732
9561,L56740,L,299.6,310.9,1487,42.5,164,0,0,0,0,0,0,2803
9562,L56741,L,299.6,310.9,1853,26.3,166,0,0,0,0,0,0,9772
9563,M24422,M,299.7,311,1435,50.1,168,0,0,0,0,0,0,2409
9564,M24423,M,299.8,311.1,1763,25.5,171,0,0,0,0,0,0,5790
9565,L56744,L,299.8,311.1,1820,24.9,174,0,0,0,0,0,0,9788
9566,M24425,M,299.8,311.1,1498,38.1,176,0,0,0,0,0,0,3885
9567,L56746,L,299.8,311.1,1603,35.1,179,0,0,0,0,0,0,607
9568,L56747,L,299.8,311.1,1412,42.5,181,0,0,0,0,0,0,8221
9569,L56748,L,299.8,311.1,1588,38,183,0,0,0,0,0,0,5781
9570,M24429,M,299.8,311,1948,20,185,0,0,0,0,0,0,771
9571,L56750,L,299.7,310.9,1384,48.2,188,0,0,0,0,0,0,93
9572,L56751,L,299.7,310.8,1589,36,190,0,0,0,0,0,0,4213
9573,M24432,M,299.7,310.8,1405,47.6,192,0,0,0,0,0,0,5525
9574,L56753,L,299.7,310.9,1491,40.1,195,0,0,0,0,0,0,7822
9575,H38988,H,299.7,310.8,1418,46.6,197,0,0,0,0,0,0,7581
9576,M24435,M,299.6,310.8,1603,35.4,202,0,0,0,0,0,0,9743
9577,L56756,L,299.6,310.7,1922,23.3,205,1,1,0,0,0,0,9484
9578,M24437,M,299.5,310.7,1364,49.5,0,0,0,0,0,0,0,6443
9579,L56758,L,299.4,310.7,1551,41.2,3,0,0,0,0,0,0,7620
9580,L56759,L,299.5,310.7,1589,33.5,5,0,0,0,0,0,0,2245
9581,M24440,M,299.5,310.7,1423,56.5,7,0,0,0,0,0,0,533
9582,L56761,L,299.4,310.6,1418,53.1,10,0,0,0,0,0,0,7505
9583,M24442,M,299.3,310.5,1404,47.5,12,0,0,0,0,0,0,5504
9584,L56763,L,299.3,310.5,1281,59.8,15,0,0,0,0,0,0,3639
9585,L56764,L,299.3,310.5,1529,41.3,17,0,0,0,0,0,0,4644
9586,M24445,M,299.3,310.5,1563,42.1,19,0,0,0,0,0,0,733
9587,L56766,L,299.4,310.6,1348,54.5,22,0,0,0,0,0,0,2971
